ST_LABEL,L_ZIP,R_ZIP
SEA GRASS LN,11692,11692
DRUMGOOLE RD W,10312,10312
RIVERSIDE DR,10032,10032
COLLEGE PT BLVD,11354,11354
57 AV,11373,11373
JORDAN ST,11358,11358
BAISLEY BLVD,11434,11434
KOCH BR PEDESTRIAN AND BIKE PATH,10022,10022
A HAM BR APPR,10452,10452
BRUNER AV,10469,10469
64 ST,11219,11219
PARK LA S,11421,11421
EDINBORO RD,10306,10306
KINGS PL,11223,11223
SHERIDAN EXPY,10459,10459
BROADWAY,10471,10471
227 ST,11413,11413
E 177 ST,10462,10472
GRANTWOOD AV,10312,10312
BROOKVILLE PARK GREENWAY,11422,11422
WILLETS PT BLVD,11357,11357
LAURELTON PARKWAY GREENWAY,11422,11422
DRUMGOOLE RD W,10309,10309
BAINBRIDGE AV,10467,10467
CYPRESS AV,,11237
POYER ST,11373,11373
ROGERS PL,10459,10459
ALLEY,,
RICHMOND AV,10314,10314
MAYVILLE ST,11412,11412
MATHEWS AV,10310,10310
73 AV,11366,11366
WESTCHESTER AV,10455,10455
CONTINENTAL AV,10461,10461
94 AV,11418,11419
57 ST,11385,11385
67 AV,11365,11365
E 164 ST,10456,10456
BROADWAY,10463,10463
WASHINGTON AV,11225,11225
CRAIG AV,10307,10307
ROCKAWAY BEACH BLVD,11693,11693
65 AV,11365,11365
53 ST,11220,11220
COLUMBUS CIR,10019,10019
QUEENS BLVD,11374,11374
41 ST,11218,11218
BEACH 68 ST,11692,11692
FLATBUSH AV EX,11201,11201
PEARL ST,11201,11201
BOGERT AV,10314,10314
SIMONSON PL,10302,10302
ALLEY,11234,11234
E 204 ST,10458,10458
MORRIS PARK AV,10460,10460
ROCKLAND AV,10314,10314
37 AV,11101,11101
PRESCOTT AV,10306,10306
E 86 ST,10028,10028
LAFAYETTE AV,11221,11221
W 113 ST,10025,10025
MEADOW LAKE PARK PATH,11367,11367
OUTERBRIDGE AV,10309,10309
DRURY AV,10305,10305
W 20 ST,10011,10011
ALLERTON AV,10469,10469
168 ST,11434,11434
GRACE RD,10306,10306
GLEN ST,10309,10309
BALSAM PL,10309,10309
E 31 ST,11226,11226
PARK AV,10017,10017
LONG ISLAND EXPY,11373,11373
ALLEY,11105,11105
161 ST,11357,11357
E 14 ST,11230,11230
THROOP AV,10469,10469
255 ST,11362,11362
CURTIS CT,11694,11694
BOOTH ST,11374,11374
223 ST,11411,11411
DORCHESTER RD,11226,11226
RIDGE BLVD,11209,11209
BAY 22 ST,11214,11214
CALHOUN AV,10465,10465
CAMPBELL AV,10310,10310
107 ST,11418,11418
KINGS HWY,11223,11223
ROCK GARDEN PATH,10458,10458
AV D,10009,10009
RFK BRIDGE EXIT RAMP,10035,10035
HALSEY ST,10461,10461
ALEXANDER AV,10454,10454
172 ST,11433,11433
SABLE AV,10304,10304
SAYRES AV,11433,11433
BRENTON PL,10314,10314
BQE,11201,11201
ROCKAWAY PKWY,11236,11236
SNEDIKER AVE,11207,11207
OCEAN PARKWAY BIKE PATH,11230,11230
E 20 ST,10009,10009
ORCHARD ST,10002,10002
DRIVEWAY,11208,11208
ALLEY,11235,11235
ST PETERS AVENUE,10461,10461
ALLEY,,
WASHINGTON BR PED AND BIKE PATH,10453,10453
PROSPECT PL,11233,11233
BRONX RIVER PARKWAY EXIT 6 NB,10460,10460
170 ST,11358,11358
ED KOCH QUEENSBORO BRIDGE AP,10022,10022
60 ST,11378,11378
CUMBERLAND WALK,11205,11205
LUDWIG LA,10303,10303
LONG ISLAND EXPWY ET 16 WB,11378,11378
MARKHAM LN,10310,10310
38 AV,11101,11101
BELT PKWY,11235,11235
67 DR,11379,11379
GRAND CONCOURSE,10452,10452
GRAND AV,10453,10453
127 ST,11418,11418
WILLOW LA,10461,10461
LONG ISLAND EXPWY ET 17 E EB,11378,11378
78 ST,11372,11372
BAISLEY PARK HOUSES PED PATH,11434,11434
87 ST,11417,11417
JOHNSON AV,10463,10463
BOUCK AV,10469,10469
20 AV,11357,11357
RIVERSIDE DR,10031,10031
HOMER AV,10473,10473
NOBLE AV,10472,10472
E 165 ST,10459,10459
LANGHAM ST,11235,11235
ASTORIA BLVD,11369,11369
MACOMBS DAM BRDG PEDESTRIAN PATH,10451,10451
SUTPHIN BLVD,11435,11435
CHURCH AV,11226,11226
W 72 ST,10023,10023
WETHEROLE ST,11374,11374
110 AVE,11429,11429
EBONY ST,10306,10306
NARROWS RD N,10304,10304
SHORE FRONT PKWY,11694,11694
SEAGIRT BLVD,11691,11691
SEGUINE LOOP,10309,10309
BOGOTA ST,10314,10314
BASSETT AV,10475,10475
32 AV,11377,11377
PERRY AV,11235,11235
GREENPORT ST,10304,10304
BLAIR AV,10465,10465
INDALE AV,10309,10309
ROCKAWAY FRWY,11694,11694
5 AV,10035,10035
FLUSHING MDW PARK PATH,11355,11355
SLOCUM CR,11375,11375
BALLARD AV,10312,10312
FRESH KILLS PARK PEDESTRIAN PATH,10314,10314
DRIVEWAY,11212,11212
KINGSLAND AV,11222,11222
FARMERS BLVD,11434,11434
BROOKLYN QUEENS EP ET 29 A EB,11201,11201
WILLIAMSBURG BR APPR,10002,10002
63 AV,11374,11374
THORNTON PL,11374,11374
POPHAM AV,10453,10453
WATKINS AV,10312,10312
RFK BRIDGE QUEENS EN RP,10035,10035
MANHATTAN COLLEGE PKWY,10471,10471
4 AV,11220,11220
BRIGHTON 10 ST,11235,11235
JEFFERSON ST,10306,10306
STEINWAY ST,11105,11105
SHERIDAN AV,11208,11208
7 AV,10121,10001
FLATLANDS 6 ST,11236,11236
WOODSIDE AV,11377,11101
AV H,11210,11210
HUBBARD ST-GUIDER AVE PED OPAS,11235,11235
94 AV,11419,11419
CASTLETON AV,10310,10310
224 ST,11411,11411
88 AV,11426,11426
POMPEY AV,10312,10312
OTIS AV,11368,11368
CLYDE ST,11375,11375
PEDESTRIAN PATH,11364,11364
161 ST,11365,11365
FLATBUSH AV,11226,11226
W 46 ST,10036,10036
31 AV,11377,11377
E GUN HILL RD,10467,10467
SEAGIRT AV,11691,11691
E 173 ST,10457,10457
LABURNUM AV,11358,11358
DRIVEWAY,10301,10301
DRIVEWAY,10301,10301
E 54 ST,11203,11203
QUEENS BLVD,11377,11377
137 AV,11434,11434
ROOSEVELT ISLAND GREENWAY,10044,10044
8 AV,11217,11217
GRAND AV,10468,10468
214 LN,11361,11361
MAIN ST,11354,11354
EASTCHESTER RD,10469,10469
67 AV,11374,11374
196 ST,11412,11412
DWIGHT ST,11231,11231
SIOUX ST,10305,10305
STATION AV,10309,10309
SKILLMAN AV,11104,11104
104 ST,11368,11368
BERRY HOUSES PEDESTRIAN PATH,10306,10306
118 AV,11411,11411
156 ST,11355,11355
135 ST,11419,11419
PIEDMONT AV,10305,10305
PARK AV,10128,10128
SCHENCK PL,11236,11236
91 ST,11421,11421
181 ST,11423,11423
BELT PARKWAY EXIT 24 B WB,11422,11422
ORIENTAL BLVD,11235,11235
E 69 ST,10021,10021
80 RD,11432,11432
148 AV,11422,11422
65 RD,11375,11375
134 AV,11434,11434
GERRITSEN AV,11229,11229
AMBOY RD,10309,10309
WOLFES PND PARK PATH,,
48 AV,11377,11377
LIBERTY AV,11207,11207
36 ST,11101,11101
BROOME ST,10012,10012
93 RD,11428,11428
UNIVERSITY AVE,10452,10452
196 ST,11412,11412
11 AVE,10011,10011
GILMORE CT,11235,11235
GRACE AV,10466,10466
31 AV,11369,11369
ELM AV,11355,11355
57 ST,11220,11220
LONG ISLAND EXPY,11367,11367
253 ST,11426,11426
BELT PKWY,11414,11414
ALLEY,10303,10303
MARMION AV,10460,10460
E 161 ST,10451,10451
47 AV,11104,11104
SEAVIEW AV,11236,11236
19 AV,11214,11214
E TREMONT AV,10460,10460
CARLTON AV,11238,11238
AV S,11223,11223
139 ST,11435,11435
SEDGWICK AVE,10452,10452
ROOSEVELT AV,11372,11372
NASHVILLE BLVD,11411,11411
RALPH AV,11236,11236
76 AV,11366,11366
AMSTERDAM AV,10027,10027
46 ST,11377,11377
4 ST,11205,11205
33 ST,11101,11101
ALLEY,11236,11236
196 ST,11412,11412
ELLA PL,10306,10306
CONKLIN AV,11236,11236
NASSAU ST,10005,10005
WATERS AV,10314,10314
CASWELL AV,10314,10314
83 AV,11004,11004
E HOUSTON ST,10012,10012
ASCAN AV,11375,11375
LIE WB EN KISSENA BLVD,11367,11367
DECKER AV,10302,10302
149 AV,11430,11430
ERSKINE ST,11239,11239
PARSONS BLVD,11432,11432
79 ST,11228,11228
ALLEY,11234,11234
E 148 ST,10455,10455
27 ST,11101,11101
WEST DR,10000,10000
ROSEDALE AV,10312,10312
JACKIE ROBINSON PKWY,11207,11207
GENEVA LOOP,11239,11239
FORDHAM UNIVERSITY PATH,10458,10458
DIVISION RD,10004,10004
38 ST,11101,11101
BRONX RIVER AV,10473,10473
N 9 ST,11211,11211
BAY PKWY,11230,11230
ROBERT F KENNEDY BRG,10454,10454
222 ST,11411,11411
W 151 STREET PEDESTRIAN OVPS,10032,10032
CROSS BRONX EXWY,10460,10460
GREENPOINT AV,11104,11104
BEACH 142 ST,11694,11694
FRANCIS LEWIS BLVD,11427,11427
PARK LA S,11385,11418
100 ST,11209,11209
BROADWAY,10006,10038
CROPSEY AV,11214,11214
4 AV,10003,10003
48 ST,11103,11103
EUCLID AV,11208,11208
ALDERTON ST,11374,11374
MN BR APPR,10002,10002
E 241 ST,10466,10466
ALEX HAMILTON BR,10033,10033
CROSS BRONX EXPY,10457,10457
CHAFFEE AV,10465,10465
HERKIMER ST,11233,11233
SEAVIEW AV,10304,10304
W 37 ST,10018,10018
ALLEY,11209,11209
QUINCY ST,11221,11221
168 ST,11432,11432
101 AV,11419,11419
DE WITT AV,11207,11207
ALLEY,,
BEACH 147 ST,11694,11694
CASTLE HILL HOUSES PED PATH,10473,10473
43 AV,11101,11101
FDR DRIVE EXIT 14 NB,10028,10028
PITMAN AV,10466,10466
BELT PKWY,11220,11220
ST NICHOLAS AV,10027,10027
LYMAN AV,10305,10305
UNNAMED ST,11234,11234
BROOKLYN QUEENS EXPY EXIT 35 EB,11378,11378
BEACH 133 ST,11694,11694
57 AV,11378,11378
WILLIS AVE BRIDGE,10454,10454
BATH AV,11214,11214
9 ST,11101,11101
POWERS ST,11211,11211
GREENWAY TER,11375,11375
ALLEY,11236,11236
154 ST,11433,11433
HIMALAYAN HIGHLANDS PATH,10460,10460
63 DR,11374,11374
EASTERN PKWY,11233,11233
WOODROW RD,10312,10312
63 AV,11379,11379
ALLEY,,
PEDESTRIAN PATH,11104,11104
48 ST,11377,11377
ALLEY,11378,11378
BEAR ST,10304,10304
THELMA CT,10304,10304
HUNTS POINT AVE,10474,10474
95 ST,11369,11369
110 ST,11418,11418
MIDWOOD ST,11225,11225
BRIGHTON 5 ST,11235,11235
ALLEY,,
E 206 ST,10467,10467
94 AV,11428,11428
19 AV,11214,11214
31 ST,11105,11105
RICHARDSON ST,11211,11211
WATSON AV,10472,10472
W 145 ST,10039,10039
E 49 ST,11203,11203
BROADWAY,11372,11372
34 ST,11232,11232
MADISON ST,10038,10038
47 RD,11101,11101
LEONA ST,10314,10314
STECHER ST,10312,10312
4 AV,11209,11209
E HOUSTON ST,10002,10002
OAK AV,11355,11355
BEACH 69 ST,11692,11692
RICHE AV,10314,10314
HART ST,11221,11221
METROPOLITAN AV,11249,11249
HOLDRIDGE AV,10312,10312
METROPOLITAN AV,11211,11211
37 AV,11354,11354
DICKINSON AV,10463,10463
E 93 ST,10128,10128
WILLIAM AV,10308,10308
ALLEY,11377,11377
MYRTLE AV,11201,11201
44 AV,11101,11101
WILLIAMSBURG BRIDGE BIKE PTH,,
230 PL,11413,11413
ORIENTAL BLVD,11235,11235
138 ST,11435,11415
JOLINE AV,10307,10307
141 AV,11413,11413
209 ST,11364,11364
7 AV,10011,10011
ALLEY,11234,11234
EVERGREEN AV,11206,11206
BEAR ST,10304,10304
ROCKAWAY BLVD,11420,11420
HENRY ST,10002,10002
JAMIE CT,10314,10314
TUDOR ST,10308,10308
WEST DR,11363,11363
127 ST,11420,11420
CROAK AV,10314,10314
70 RD,11367,11367
KENNETH PL,10309,10309
MARCUS GARVEY BLVD,11206,11206
LAURELTON PKWY,11422,11422
QUEENS PLZ S,11101,11101
CPW 100 APPR,10000,10000
LITTLE CLOVE RD,10301,10301
88 ST,11414,11414
TUSKEGEE AIRMEN WAY,11433,11433
AV M,11236,11236
BATH AV,11214,11214
34 AV,11368,11368
GRAND CENTRAL PKWY,11004,11004
PURDY ST,10462,10462
BQE,11211,11211
BLACKSTONE AV,10471,10471
PELHAM PKWY N,10469,10469
W 140 ST,10031,10031
BRUCKNER BLVD,10473,10473
BROADWAY,10023,10023
THROGS NECK EXWY,10465,10465
79 ST,11214,11214
OCEANSIDE AV,11697,11697
ALLEY,11228,11228
ROBERT F KENNEDY BRG,10035,10035
GOWANUS EXWY,11232,11232
W 175 ST,10033,10033
MARINE PKWY,11234,11234
MERRY AV,10461,10461
E 103 STREET FOOTBRIDGE,10029,10029
UNION TP,11375,11375
UNNAMED ST,11370,11370
EVERGREEN AV,11221,11221
KAPPOCK ST,10463,10463
ALLEY,11377,11377
FURMAN ST,11201,11201
23 AV,11214,11214
E 22 ST,11229,11229
GRAND CONCOURSE,10453,10453
REILLY BLVD,10035,10035
79 ST TRANSVERSE,10000,10000
MOSEL AV,10304,10304
149 AV,11422,11422
BK BR EXIT RP,10038,10038
UNION TP,11427,11427
LOCKMAN AV,10303,10303
67 ST,11377,11377
REEVES AV,11367,11367
BUCHANAN PL,10453,10453
ONDERDONK AV,11385,11385
BEACH 102 ST,11694,11694
ALLEY,11377,11377
FAIRCHILD AV,11358,11358
REVERE LA,10306,10306
CONNECTOR,11235,11235
MAIN ST,11435,11435
W 260 ST,10471,10471
5 ST,11101,11109
82 AV,11415,11415
DECATUR AV,10458,10458
HUGH L CAREY TUNNEL,10004,10004
134 AV,11417,11417
3 AV,11209,11209
RICHMOND TER,10301,10301
GRAND AV,11238,11238
34 AV,11372,11372
BEVERLEY ROAD,11218,11218
ALLEY,11357,11357
FITCHETT ST,11374,11374
LITTLE NECK PKWY,11362,11362
FINGERBOARD RD,10305,10305
WOLF PL,11223,11223
41 ST,11104,11104
DELANCEY ST,10002,10002
E 92 ST,11236,11236
ONDERDONK AV,11385,11385
X BAY BR EN RP,11693,11693
CROSS IS PKWY,11364,11364
50 ST,11220,11220
AUBURN AV,10314,10314
26 AV,11354,11354
111 ST,11418,11418
E 17 ST,11229,11229
STEINWAY ST,11105,11105
BEACH 100 ST,11694,11694
PARK AV,11206,11206
5 AV,11209,11209
POMPEY AV,10312,10312
11 AV,10019,10019
LINCOLN HARBOR-MIDTOWN FERRY RTE,,
KINGS HWY,11203,11203
W 79 ST,10024,10024
134 AV,11434,11434
PAULDING AV,10462,10462
E 174 ST,10452,10452
LATHROP AV,10314,10314
UNNAMED ST,,
PATH OF ASIA,11355,11355
42 AV,11358,11358
N CONDUIT AV,11417,11417
ROOSEVELT AV,10314,10314
METROPOLITAN AV,11379,11379
GRAND CONCOURSE,10456,10456
BEACH 47 ST,11224,11224
SHAD CREEK RD,11693,11693
122 AV,11436,11436
ALLEY,11375,11375
91 ST,11416,11416
GOWANUS EXWY,11232,11232
LA SALLE ST,10027,10027
ROSE ST,10038,10038
BQE,11377,11377
W SHR EXWY NB EN ARTHUR KILL RD,10309,10309
WHITESTONE EXPRESSWAY ET 16 NB,11357,11357
ZEREGA AV,10473,10473
RADNOR ST,11432,11432
ALLEY,11001,11001
E 166 ST,10456,10456
BIKE PATH,10009,10009
120 ST,11418,11418
GLEN ST,10314,10314
CHEVY CHASE ST,11432,11432
HALSEY ST,11237,11237
CLASSON AV,11238,11238
COMPASS RD,11430,11430
LINDEN BLVD,11207,11207
STRATFORD RD,11218,11218
20 AV,11356,11356
E 38 ST,11210,11210
ST NICHOLAS AV,10031,10031
HARRIS LA,10309,10309
WARING AV,10469,10469
JORALEMON ST,11201,11201
34 AV,11368,11368
CLEARVIEW EXWY,11360,11360
BAY 38 ST,11214,11214
REEVE PL,11218,11218
ELM PL,10465,10465
SHOELACE PARK GREENWAY,10467,10467
89 AV,11432,11432
161 AV,11414,11414
E 54 ST,11234,11234
POPPENHUSEN AV,11356,11356
N BOUNDARY RD,11430,11430
FLAGG PL,10304,10304
OCEAN PR,11694,11694
OAKLEY PL,10306,10306
E 149 ST,10455,10455
BRYANT ST,11231,11231
18 ST,11232,11232
CEDAR GROVE AV,10306,10306
182 ST,11413,11413
BELMONT AV,11207,11207
SEGUINE AV,10309,10309
HENRY HUDSON PARKWAY ET 13 NB,10032,10032
CENTRAL RD,10035,10035
MOSELY AV,10312,10312
144 AV,11422,11422
PROSPECT PARK W,11215,11215
PEDESTRIAN PATH,10455,10455
23 RD,11105,11105
PEDESTRIAN PATH,11206,11206
102 ST,11418,11418
ALLERTON AV,10469,10469
MACE ST,10306,10306
69 ST,11377,11377
MEEKER AV,11222,11222
255 ST,11004,11004
JOLINE AV,10307,10307
ST MARKS AVENUE,11216,11216
INNIS ST,10302,10302
221 ST,11413,11413
MC LAUGHLIN AV,11423,11423
48 ST,11378,11378
COLLEGE AV,10456,10456
BEACHVIEW AV,10306,10306
PEDESTRIAN PATH,11694,11694
DITMARS BLVD,11105,11105
BEACH 193 ST,11695,11695
187 PL,11423,11423
WADSWORTH AV,10033,10033
91 ST,11209,11209
207 STREET,11429,11429
VISTA AV,10304,10304
149 ST,11355,11355
ALLEY,11228,11228
LEWIS AV,11206,11206
GRAND AV,11378,11378
HAWTHORNE AV,10314,10314
FRANKLIN AV,10301,10301
W 44 ST,10036,10036
IRWIN AV,10463,10463
QUEENS BLVD,11435,11435
CROPSEY AV,11214,11214
ADDISON AV,10309,10309
89 AV,11427,11427
UNNAMED ST,11251,11251
JEWEL AV,11375,11375
SPRAGUE AV,10307,10307
LAFAYETTE AVE,10474,10474
SPRINGFIELD BLVD,11413,11413
PEARL ST,10304,10304
227 ST,11429,11429
73 AV,11366,11366
ALLEY,11236,11236
NORTHERN BLVD,11358,11358
165 ST,11432,11432
212 ST,11429,11429
SHORE PARKWAY GREENWAY,11234,11234
ASPEN KNOLLS WY,10312,10312
ALLEY,11103,11103
GRAND ST,10013,10013
79 AV,11366,11366
ED KOCH BR UPPER RY AP,11101,11101
FATHER CAPODANNO BOULEVARD,10305,10305
149 ST,11367,11367
GRAND CENTRAL PKWY,11375,11375
ED KOCH QUEENSBORO BRG,11101,11101
VINELAND AV,10312,10312
75 AV,11366,11366
E 158 ST,10451,10451
RIVERDALE AV,11212,11212
GRAND CONCOURSE,10453,10453
95 AV,11419,11419
OGDEN AV,10452,10452
S GOFF AV,10309,10309
TAYLOR AV,10473,10473
VICTORY BLVD FOOTBRIDGE,10301,10301
72 RD,11367,11367
TILDEN ST,10467,10467
4 AV,11232,11232
STEPHEN LOOP,10314,10314
ALLEY,11373,11373
ROCKAWAY BEACH BLVD,11694,11694
DOWNING ST,10014,10014
RICHMOND AV,10314,10314
NEW ENGLAND THRWY,10475,10475
NUGENT AV,10306,10306
JEFFERSON BLVD,10312,10312
RECTOR ST,10310,10310
TAYLOR CT,10310,10310
E 193 ST,10468,10468
TROUTMAN ST,11206,11206
57 DR,11378,11378
FULTON ST,11207,11207
ODER AV,10304,10304
W 28 ST,11224,11224
EDGECOMBE AV,10032,10032
N CONDUIT AV,11420,11420
CENTRAL PARK W,10024,10024
LIBERTY HARBOR-WALL ST FERRY RTE,10004,10004
89 ST,11414,11414
ASTORIA BLVD,11370,11370
NEWKIRK AV,11230,11230
EDGEGROVE AV,10312,10312
W SHORE EXPRESSWAY EXIT 2 SB,10309,10309
BORDEN AV,11101,11101
21 ST,11106,11106
HENRY HUDSON PKWY E,10471,10471
FT HAMILTON PKWY,11219,11219
MANHATTAN AV,11222,11222
MAROLLA PL,10466,10466
MASON AV,10305,10305
ZEREGA AV,10462,10462
119 AV,11412,11412
WILLOWWOOD LA,10308,10308
27 ST,11232,11232
DRIVEWAY,10305,10305
DRIVEWAY,10305,10305
DRIVEWAY,10305,10305
39 AV,11101,11101
166 ST,11433,11433
LAFAYETTE AV,11217,11217
N CONDUIT AV,11417,11417
270 ST,11040,11040
BROADWAY,11373,11373
BEDFORD AV,10306,10306
72 ST,11204,11204
93 AV,11428,11428
CHESTER AV,11218,11218
DICTUM CT,11229,11229
EASTERN PKWY,11233,11233
BARNARD AV,10307,10307
88 ST,11414,11414
204 ST,11361,11361
BAYONNE BRG APPROACH,10302,10302
MARTLING AV,10310,10310
CROMWELL CR,11374,11374
DUBOIS AV,10310,10310
FATHER CAPODANNO BOULEVARD,10305,10305
SUMMIT ST PEDESTRIAN OPAS,11231,11231
ROOSEVELT AV,11372,11372
ROCKAWAY AV,11212,11212
58 AV,11355,11355
N PORTLAND AV,11205,11205
98 PL,11368,11368
BROADWAY,10471,10471
HAWTHORNE AV,10314,10314
JUNCTION BLVD,11369,11369
31 PL,11101,11101
ELIOT AV,11379,11379
ED KOCH QUEENSBORO BRG,10022,10022
W 236 ST,10463,10463
LINCOLN TUN BUS APPR,10018,10018
LINCOLN TUN APPR,10018,10018
MULBERRY ST,10013,10013
ALLEY,11373,11373
1 AV,10021,10021
SOUTHERN BLVD,10460,10460
CROTONA AV,10458,10458
VANDALIA AV,11239,11239
3 DR,10035,10035
REEVES AV,11367,11367
ALLEY,10307,10307
ROCKAWAY BEACH BLVD,11693,11693
DRIVEWAY,10312,10312
WALBROOKE AV,10301,10301
5 AV,10036,10175
JAY STREET GREENWAY,11201,11201
95 AV,11419,11419
QUEENS BLVD,11104,11104
HOLLYWOOD AV,10465,10465
E 82 ST,10028,10028
AV Y,11223,11223
12 AVE,10027,10027
GOWER ST,10314,10314
13 AV,11219,11219
DRIVEWAY,10309,10309
REILLY BLVD,10035,10035
LOWE CT,11435,11435
SALERNO AVE,11423,11423
24 ST,11105,11105
CLEARVIEW EXPY,11361,11361
HALPIN AV,10312,10312
HUSSON ST,10305,10305
E 91 ST,10028,10028
COUNTRY CLUB RD,10465,10465
TIMBER RIDGE DR,10306,10306
102 ST,11418,11418
CRESTON AV,10468,10468
BAY ST,10301,10301
78 AV,11385,11385
3 AV,10028,10028
ST ANDREWS ROAD,10306,10306
65 AV,11365,11365
IRVING AV,11237,11237
228 ST,11413,11413
PARK AV,10022,10022
WINDHAM LOOP,10314,10314
BROOKLYN QUEENS EP ET 32 A WB,11211,11211
59 ST,11378,11378
JEWETT AV,10302,10302
PARK ROW,10007,10007
E 183 ST,10458,10458
EXTERIOR ST,10451,10451
SENECA AV,11385,11385
43 AV,11361,11361
130 PL,11430,11430
157 ST,11354,11354
72 ST,11377,11377
135 AV,11422,11422
WITHERS ST,11222,11222
ALBEMARLE RD,11226,11226
ALLEY,11229,11229
PARK HILL LA,10304,10304
E 235 ST,10470,10470
191 ST,11412,11412
NELSON ST,11231,11231
VWE SB EN NORTHERN BLVD,11368,11368
MARINE PKWY BR APPR,11694,11694
ASTORIA BLVD S,11103,11103
LIBERTY AV,11417,11417
ALAN PL,10465,10465
E 33 ST,10016,10016
FOREST HILL RD,10314,10314
157 ST,11367,11367
GLENWOOD RD,11234,11234
VAN WYCK EXPRESSWAY ET 13 E NB,11368,11368
BAYSWATER AV,11691,11691
BEACH 11 ST,11691,11691
MILLENNIUM LOOP,10309,10309
208 ST,11364,11364
FOSTER RD,10309,10309
GRAHAM AV,11206,11206
60 LA,11385,11385
KENILWORTH PL,11210,11210
BARUCH PL,10002,10002
FLUSHING AV,11206,11206
ALLEY,10463,10463
BOERUM PL,11201,11201
FRANCIS LEWIS BLVD,11364,11364
SI FERRY TRML PEDESTRIAN OPAS,10301,10301
PARK CIR,11433,11433
WILLIAM CT,11691,11691
E 3 ST,11218,11218
E 180 ST,10460,10460
106 ST,11417,11417
125 ST,11420,11420
RICHMOND HILL RD,10314,10314
DUBOIS AV,10310,10310
229 DRIVE N,10466,10466
113 ST,11375,11375
ST NICHOLAS AV,10032,10032
133 AV,11417,11417
9 AV,10036,10036
BROADWAY,10031,10031
BRUCKNER EXWY,10472,10472
DUMONT AV,11207,11207
86 AV,11427,11427
HYLAN BLVD,10305,10305
246 ST,11422,11422
WILLOUGHBY ST,11201,11201
UNNAMED ST,10312,10312
GURDON ST,10314,10314
PETRUS AV,10312,10312
BEACH 56 PL,11692,11692
PARK AVE,10458,10458
FREDERICK DOUGLASS BOULEVARD,10027,10027
LINCOLN TUN,10018,10018
LACONIA AV,10469,10469
60 RD,11379,11379
VAN BUREN ST,11221,11221
QUEEN ST,10314,10314
CRESTON PL,10304,10304
QUEENS BLVD,11375,11375
7 AV,10001,10001
GRAVESEND NECK RD,11223,11223
RIDGECREST AV,10312,10312
SEGUINE AV,10309,10309
AV R,11223,11223
GODWIN TER,10463,10463
E 36 ST,10016,10016
FRANKLIN D ROOSEVELT DRIVE,10029,10029
KOREAN WAR VETS PKWY,10312,10312
ROSSVILLE AV,10309,10309
CENTER WAY,10004,10004
MOTT HAVEN HOUSES PEDESTRIAN PTH,10454,10454
W 183 ST,10033,10033
RADFORD ST,10314,10314
GILROY ST,10309,10309
RICHMOND RD,10306,10306
WARWICK ST,11207,11207
ALLEY,11105,11105
24 AV,11102,11102
82 AV,11004,11004
ST JOSEPHS WAY,10465,10465
GUY R BREWER BLVD,11434,11434
UNNAMED ST,11695,11695
MADISON AV,10021,10021
LONG ISLAND EXPY,11367,11367
SAND COURT,10305,10305
E 5 ST,11223,11223
111 AV,11429,11429
E 71 ST,11234,11234
UTOPIA CT,10304,10304
153 ST,11367,11367
BLOOMINGDALE RD,10309,10309
57 ST,11378,11378
DE RUYTER PL,10303,10303
3 AV,10458,10457
158 AV,11414,11414
WOODHAVEN BLVD,11416,11416
ADELAIDE AV,10306,10306
SOMERS ST,11233,11233
S BR ST,10309,10309
HRD NB EN E 139 ST,10037,10037
48 ST,11219,11219
102 ST,11368,11368
WOODHAVEN BLVD,11374,11374
SHORE PKWY,11235,11235
UNNAMED ST,11695,11695
BLEECKER ST,10014,10014
178 ST,11432,11432
ALLEY,11361,11361
114 RD,11411,11411
70 RD,11367,11367
MAIN ST,11367,11367
PEARL ST,11201,11201
THURSBY AV,11692,11692
264 ST,11004,11004
BAY 44 ST,11214,11214
JEWETT AV,10314,10314
PEDESTRIAN AND BIKE PATH LINK,10467,10467
106 AV,11433,11433
BRONXWOOD AV,10466,10466
BOWNE ST,11355,11355
E 35 ST,11210,11210
105 AV,11435,11435
ALEXANDER AV,10454,10454
226 ST,11413,11413
E TREMONT AV,10460,10460
FT HAMILTON PKWY,11219,11219
223 ST,11361,11361
STERLING PL,11216,11216
BOWERY,10013,10002
BEARD ST,11231,11231
BRUCKNER BLVD,10472,10473
91 AV,11428,11428
KISSEL AV,10310,10310
SOUNDVIEW LA,11356,11356
BEDFORD AV,11225,11225
GREENWICH ST,10014,10014
CHURCH ST,10007,10007
129 ST,11356,11356
LINCOLN RD,11225,11225
215 ST,11364,11364
KINGS HWY,11212,11212
RIVERSIDE DR,10025,10025
34 AV,11372,11372
ESPLANADE,10461,10461
JUNIPER BLVD N,11379,11379
MARETZEK CT,10309,10309
ROCKAWAY BEACH BLVD,11694,11694
LYON PL,10314,10314
PAERDEGAT AV N,11236,11236
CLEARMONT AV,10309,10309
119 RD,11434,11434
THOMAS S BOYLAND ST,11233,11233
PINE ST,11208,11208
COLDEN ST,11355,11355
RODERICK AV,10305,10305
MALTA ST,11207,11207
MAIN ST,11367,11367
122 AV,11434,11434
76 ST,11214,11214
ALLEY,11379,11379
67 RD,11379,11379
3 AV,11209,11209
KENMORE ST,10312,10312
STRANG AV,10466,10466
165 ST,11358,11358
FINGERBOARD RD,10305,10305
HARLEM RIVER DRIVEWAY,10032,10032
